Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
4;1027424;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;5;менеджер среднего звена;>250;0;89;25;Торговля;ОАО;женат / замужем;0;0;0;0;0;0.0178571429;1;1;0;0;0.5;2;2;55;4;0;0;3;43;1;0;0;0;0;0;0
4;1027444;2НДФЛ;Покупка автомобиля;0;0.53;мужской;1;0;2;вспомогательный персонал;>250;1;198;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027464;2НДФЛ;Ремонт;1;0.47;мужской;1;0;4;специалист;>250;3;13;30;Другое;ОАО;женат / замужем;1;1;1;1;1;0.2380952381;1;3;0;0;0.3636363636;4;7;80;11;1;0;3;68;1;1;0;0;1;0;0
4;1027484;Поступление зарплаты на счет;Покупка бытовой техники;1;0.21;женский;0;0;4;специалист;>250;0;69;27;Информационные технологии;ОАО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;20;1;0;0;18;18;0;0;0;0;0;0;0
4;1027504;Поступление зарплаты на счет;Ремонт;0;0.27;мужской;2;0;3;менеджер среднего звена;>250;0;14;49;Другое;ЗАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1027524;Поступление зарплаты на счет;Покупка бытовой техники;0;0.2;мужской;0;0;2;вспомогательный персонал;>250;1;28;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027544;Поступление зарплаты на счет;Ремонт;0;0.15;мужской;0;0;4;специалист;>250;1;27;32;Торговля;ООО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.5;1;1;10;2;0;1;22;22;0;0;0;0;0;0;0
4;1027564;Форма банка (без печати работодателя);Ремонт;0;0.37;женский;0;0;2;менеджер по продажам;< 50;0;127;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027584;2НДФЛ;Ремонт;1;0.48;женский;2;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027604;2НДФЛ;Ремонт;1;0.5;мужской;0;0;4;менеджер среднего звена;>250;0;13;52;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027624;Поступление зарплаты на счет;Покупка автомобиля;0;0.22;мужской;0;0;4;менеджер высшего звена;>250;0;174;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027644;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.24;женский;2;0;4;специалист;>250;0;80;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027664;Форма банка (без печати работодателя);Отпуск;1;0.57;мужской;2;0;4;специалист;< 50;0;65;37;Информационные технологии;ООО;женат / замужем;1;0;0;0;0;0.0196078431;1;0;0;0;0;0;3;50;3;0;2;12;41;1;0;0;0;0;0;0
4;1027684;Свободная форма с печатью работодателя;Ремонт;0;0.33;мужской;2;0;4;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027704;2НДФЛ;Ремонт;0;0.55;мужской;0;0;4;специалист;>250;0;85;29;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027724;Поступление зарплаты на счет;Другое;1;0.2;мужской;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027744;Форма банка (без печати работодателя);Ремонт;0;0.3;мужской;0;0;4;менеджер высшего звена;< 50;0;30;37;Другое;ООО;женат / замужем;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
4;1027764;Поступление зарплаты на счет;Покупка автомобиля;0;0.39;женский;1;0;4;вспомогательный персонал;>250;0;10;27;Торговля;ООО;женат / замужем;3;2;2;1;1;0.0555555556;0;1;0;0;0.1666666667;1;5;34;6;0;0;3;26;1;0;0;0;0;0;0
4;1027784;Свободная форма с печатью работодателя;Ремонт;1;0.47;женский;2;0;4;специалист;< 50;1;41;29;Торговля;Индивидуальный предприниматель;женат / замужем;0;0;0;0;0;0.0185185185;1;0;0;0;0.6;3;2;106;5;0;0;12;48;1;0;0;0;0;0;0
4;1027804;2НДФЛ;Ремонт;1;0.43;женский;1;0;4;вспомогательный персонал;>250;0;39;33;Другое;Государственное предприятие;разведен / разведена;0;0;0;0;0;0.0487804878;0;0;0;0;0.6;3;2;39;5;3;0;6;37;1;0;0;0;0;0;0
4;1027824;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.19;мужской;0;0;4;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027844;Форма банка (без печати работодателя);Покупка автомобиля;1;0.23;женский;0;0;4;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027864;Поступление зарплаты на счет;Отпуск;1;0.12;мужской;0;0;2;вспомогательный персонал;< 50;0;11;23;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027884;Форма банка (без печати работодателя);Ремонт;0;0.09;мужской;2;0;4;менеджер среднего звена;>250;0;52;35;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027904;Форма банка (без печати работодателя);Покупка автомобиля;1;0.09;мужской;0;0;4;менеджер высшего звена;< 50;0;15;50;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027924;Поступление зарплаты на счет;Другое;1;0.43;мужской;0;0;2;рабочий;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027944;Поступление зарплаты на счет;Ремонт;1;0.17;мужской;0;0;4;рабочий;>250;1;121;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027964;Поступление зарплаты на счет;Ремонт;1;0.1;мужской;2;0;4;менеджер высшего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1027984;2НДФЛ;Ремонт;0;0.33;мужской;0;0;4;специалист;>250;0;229;53;Другое;Государственное предприятие;женат / замужем;0;0;0;0;0;0.0178571429;0;0;0;0;0.25;1;3;55;4;0;3;12;66;1;0;0;0;0;0;0
4;1028004;Форма банка (без печати работодателя);Покупка автомобиля;1;0.37;мужской;1;0;2;вспомогательный персонал;>250;0;36;31;Торговля;ООО;женат / замужем;1;0;0;0;0;0;1;1;1;0;1;5;0;45;5;2;0;2;16;0;0;0;0;0;0;0
4;1028024;Поступление зарплаты на счет;Ремонт;1;0.34;женский;0;0;2;вспомогательный персонал;>250;0;23;55;Торговля;ООО;женат / замужем;0;0;0;0;0;0.3714285714;0;1;0;0;0.2857142857;2;5;154;7;1;0;4;89;1;1;1;1;1;0;0
4;1028044;2НДФЛ;Ремонт;1;0.13;женский;0;0;2;специалист;< 50;1;20;40;Другое;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0;0;2;28;2;0;1;12;57;0;0;0;0;0;0;0
4;1028064;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.59;женский;0;0;4;менеджер высшего звена;< 50;0;99;62;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028084;Поступление зарплаты на счет;Ремонт;0;0.22;мужской;0;0;4;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028104;2НДФЛ;Другое;1;0.37;мужской;2;0;4;специалист;>250;0;277;58;Другое;Иная форма;женат / замужем;0;0;0;0;0;0.0428571429;0;0;0;0;0.3333333333;2;4;67;6;1;0;18;111;1;1;0;0;0;0;0
4;1028124;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.12;мужской;1;0;4;специалист;>250;0;14;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028144;Поступление зарплаты на счет;Покупка мебели;1;0.25;мужской;1;0;2;рабочий;>250;0;7;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028164;Поступление зарплаты на счет;Отпуск;0;0.25;женский;0;0;4;вспомогательный персонал;>250;0;10;23;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028184;Поступление зарплаты на счет;Покупка автомобиля;0;0.16;мужской;1;0;4;специалист;>250;0;11;47;Другое;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1028204;2НДФЛ;Ремонт;0;;мужской;0;0;4;другое;;1;7;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028224;2НДФЛ;Ремонт;1;0.48;мужской;0;0;4;менеджер высшего звена;< 50;0;54;33;Другое;ООО;женат / замужем;1;1;1;0;0;0.0340136054;1;0;0;0;0.6;4;1;142;5;3;1;11;77;1;0;0;0;0;0;0
4;1028244;2НДФЛ;Покупка бытовой техники;1;0.59;мужской;1;0;2;вспомогательный персонал;>250;1;119;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028264;Форма банка (без печати работодателя);Покупка автомобиля;1;0.49;мужской;1;0;1;рабочий;>250;0;65;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028284;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;4;вспомогательный персонал;>250;0;53;24;Информационные технологии;ЗАО;женат / замужем;1;1;1;0;0;0.0961538462;0;0;0;0;1;3;0;47;3;0;0;11;34;1;0;0;0;0;0;0
4;1028304;Поступление зарплаты на счет;Отпуск;0;0.43;мужской;3;0;4;менеджер среднего звена;< 50;1;60;36;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028324;Поступление зарплаты на счет;Ремонт;0;0.19;мужской;1;0;4;специалист;>250;0;14;26;Информационные технологии;ОАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
4;1028344;Поступление зарплаты на счет;Ремонт;0;0.38;мужской;0;0;4;специалист;>250;0;111;38;Другое;ЗАО;холост / не замужем;1;1;1;1;1;;1;0;0;0;0;0;1;0;1;0;0;106;106;0;0;0;0;0;0;0
4;1028364;Форма банка (без печати работодателя);Ремонт;1;0.07;мужской;2;0;2;вспомогательный персонал;>250;0;181;39;Информационные технологии;ООО;женат / замужем;3;3;1;1;0;0.041025641;0;0;0;0;0.0666666667;1;14;187;15;1;0;10;89;1;1;0;0;0;0;0
4;1028384;Свободная форма с печатью работодателя;Другое;0;0.3;мужской;2;0;2;менеджер среднего звена;< 50;0;167;43;Другое;ООО;женат / замужем;1;1;1;1;1;0;1;0;0;0;0.5;1;1;24;2;0;0;16;25;0;0;0;0;0;0;0
4;1028404;Поступление зарплаты на счет;Покупка автомобиля;1;0.19;мужской;0;0;4;менеджер среднего звена;>250;0;15;33;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;0.5;1;1;7;2;0;0;58;89;0;0;0;0;0;0;0
4;1028424;2НДФЛ;Обучение;1;0.12;женский;1;0;4;менеджер среднего звена;< 50;0;10;41;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028444;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;4;специалист;>250;0;55;25;Другое;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
4;1028464;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.49;мужской;0;0;4;менеджер по продажам;>250;0;7;26;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.0761904762;0;0;0;0;0.4285714286;3;4;97;7;2;0;14;49;1;0;0;0;0;0;0
4;1028484;2НДФЛ;Ремонт;1;0.46;женский;1;0;4;менеджер среднего звена;>250;3;39;45;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028504;Поступление зарплаты на счет;Ремонт;0;0.45;мужской;0;0;4;специалист;>250;0;37;32;Другое;ОАО;женат / замужем;3;2;1;1;0;0;0;3;3;3;1;3;0;3;3;2;0;0;1;0;0;0;0;0;0;0
4;1028524;Форма банка (без печати работодателя);Отпуск;1;0.36;мужской;0;0;4;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028544;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.27;мужской;1;0;5;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028564;Поступление зарплаты на счет;Покупка автомобиля;0;0.5;мужской;0;1;4;менеджер среднего звена;>250;0;101;34;Торговля;ЗАО;женат / замужем;2;2;0;0;0;0;0;1;1;1;0.5;3;3;113;6;1;2;1;56;0;0;0;0;0;0;0
4;1028584;Форма банка (без печати работодателя);Ремонт;1;0.57;мужской;0;0;1;вспомогательный персонал;>250;0;45;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028604;Форма банка (без печати работодателя);Ремонт;0;0.14;женский;0;0;4;специалист;>250;0;27;47;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028624;Поступление зарплаты на счет;Покупка автомобиля;1;0.35;мужской;0;0;4;рабочий;>250;0;7;26;Информационные технологии;ОАО;холост / не замужем;1;0;0;0;0;0;0;1;1;0;0.6666666667;2;1;32;3;1;0;2;38;0;0;0;0;0;0;0
4;1028644;2НДФЛ;Ремонт;0;0.47;мужской;0;0;4;специалист;>250;0;31;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1028664;Поступление зарплаты на счет;Ремонт;1;0.59;женский;1;0;4;менеджер среднего звена;>250;0;91;30;Торговля;ООО;женат / замужем;1;1;0;0;0;0;1;1;1;1;0.6;3;2;40;5;1;2;1;34;0;0;0;0;0;0;0
4;1028684;Форма банка (без печати работодателя);Другое;1;0.24;женский;0;0;2;специалист;< 50;0;72;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0425531915;0;0;0;0;0.5;1;1;45;2;0;1;13;38;1;0;0;0;0;0;0
